,number_of_passage,timestamp,line,road_type
384,444,2022-02-17 06:00:00,USKUDAR-EMINONU,DENIZ
385,968,2022-02-17 07:00:00,USKUDAR-EMINONU,DENIZ
386,936,2022-02-17 08:00:00,USKUDAR-EMINONU,DENIZ
387,826,2022-02-17 09:00:00,USKUDAR-EMINONU,DENIZ
388,1000,2022-02-17 10:00:00,USKUDAR-EMINONU,DENIZ
389,1129,2022-02-17 11:00:00,USKUDAR-EMINONU,DENIZ
390,1250,2022-02-17 12:00:00,USKUDAR-EMINONU,DENIZ
391,1355,2022-02-17 13:00:00,USKUDAR-EMINONU,DENIZ
392,1255,2022-02-17 14:00:00,USKUDAR-EMINONU,DENIZ
393,1078,2022-02-17 15:00:00,USKUDAR-EMINONU,DENIZ
394,1046,2022-02-17 16:00:00,USKUDAR-EMINONU,DENIZ
395,976,2022-02-17 17:00:00,USKUDAR-EMINONU,DENIZ
396,770,2022-02-17 18:00:00,USKUDAR-EMINONU,DENIZ
397,560,2022-02-17 19:00:00,USKUDAR-EMINONU,DENIZ
398,392,2022-02-17 20:00:00,USKUDAR-EMINONU,DENIZ
399,205,2022-02-17 21:00:00,USKUDAR-EMINONU,DENIZ
400,0,2022-02-17 22:00:00,USKUDAR-EMINONU,DENIZ
401,0,2022-02-17 23:00:00,USKUDAR-EMINONU,DENIZ
402,0,2022-02-18 00:00:00,USKUDAR-EMINONU,DENIZ
403,0,2022-02-18 01:00:00,USKUDAR-EMINONU,DENIZ
404,0,2022-02-18 02:00:00,USKUDAR-EMINONU,DENIZ
405,0,2022-02-18 03:00:00,USKUDAR-EMINONU,DENIZ
406,0,2022-02-18 04:00:00,USKUDAR-EMINONU,DENIZ
407,0,2022-02-18 05:00:00,USKUDAR-EMINONU,DENIZ
408,393,2022-02-18 06:00:00,USKUDAR-EMINONU,DENIZ
409,956,2022-02-18 07:00:00,USKUDAR-EMINONU,DENIZ
410,883,2022-02-18 08:00:00,USKUDAR-EMINONU,DENIZ
411,616,2022-02-18 09:00:00,USKUDAR-EMINONU,DENIZ
412,570,2022-02-18 10:00:00,USKUDAR-EMINONU,DENIZ
413,617,2022-02-18 11:00:00,USKUDAR-EMINONU,DENIZ
414,574,2022-02-18 12:00:00,USKUDAR-EMINONU,DENIZ
415,538,2022-02-18 13:00:00,USKUDAR-EMINONU,DENIZ
416,718,2022-02-18 14:00:00,USKUDAR-EMINONU,DENIZ
417,682,2022-02-18 15:00:00,USKUDAR-EMINONU,DENIZ
418,582,2022-02-18 16:00:00,USKUDAR-EMINONU,DENIZ
419,544,2022-02-18 17:00:00,USKUDAR-EMINONU,DENIZ
420,484,2022-02-18 18:00:00,USKUDAR-EMINONU,DENIZ
421,478,2022-02-18 19:00:00,USKUDAR-EMINONU,DENIZ
422,253,2022-02-18 20:00:00,USKUDAR-EMINONU,DENIZ
423,200,2022-02-18 21:00:00,USKUDAR-EMINONU,DENIZ
424,0,2022-02-18 22:00:00,USKUDAR-EMINONU,DENIZ
425,0,2022-02-18 23:00:00,USKUDAR-EMINONU,DENIZ
426,0,2022-02-19 00:00:00,USKUDAR-EMINONU,DENIZ
427,0,2022-02-19 01:00:00,USKUDAR-EMINONU,DENIZ
428,0,2022-02-19 02:00:00,USKUDAR-EMINONU,DENIZ
429,0,2022-02-19 03:00:00,USKUDAR-EMINONU,DENIZ
430,0,2022-02-19 04:00:00,USKUDAR-EMINONU,DENIZ
431,0,2022-02-19 05:00:00,USKUDAR-EMINONU,DENIZ
432,260,2022-02-19 06:00:00,USKUDAR-EMINONU,DENIZ
433,705,2022-02-19 07:00:00,USKUDAR-EMINONU,DENIZ
434,749,2022-02-19 08:00:00,USKUDAR-EMINONU,DENIZ
435,648,2022-02-19 09:00:00,USKUDAR-EMINONU,DENIZ
436,968,2022-02-19 10:00:00,USKUDAR-EMINONU,DENIZ
437,1490,2022-02-19 11:00:00,USKUDAR-EMINONU,DENIZ
438,2200,2022-02-19 12:00:00,USKUDAR-EMINONU,DENIZ
439,2491,2022-02-19 13:00:00,USKUDAR-EMINONU,DENIZ
440,2769,2022-02-19 14:00:00,USKUDAR-EMINONU,DENIZ
441,2482,2022-02-19 15:00:00,USKUDAR-EMINONU,DENIZ
442,2436,2022-02-19 16:00:00,USKUDAR-EMINONU,DENIZ
443,2162,2022-02-19 17:00:00,USKUDAR-EMINONU,DENIZ
444,1979,2022-02-19 18:00:00,USKUDAR-EMINONU,DENIZ
445,1329,2022-02-19 19:00:00,USKUDAR-EMINONU,DENIZ
446,782,2022-02-19 20:00:00,USKUDAR-EMINONU,DENIZ
447,403,2022-02-19 21:00:00,USKUDAR-EMINONU,DENIZ
448,0,2022-02-19 22:00:00,USKUDAR-EMINONU,DENIZ
449,0,2022-02-19 23:00:00,USKUDAR-EMINONU,DENIZ
450,0,2022-02-20 00:00:00,USKUDAR-EMINONU,DENIZ
451,0,2022-02-20 01:00:00,USKUDAR-EMINONU,DENIZ
452,0,2022-02-20 02:00:00,USKUDAR-EMINONU,DENIZ
453,0,2022-02-20 03:00:00,USKUDAR-EMINONU,DENIZ
454,0,2022-02-20 04:00:00,USKUDAR-EMINONU,DENIZ
455,0,2022-02-20 05:00:00,USKUDAR-EMINONU,DENIZ
456,40,2022-02-20 06:00:00,USKUDAR-EMINONU,DENIZ
457,127,2022-02-20 07:00:00,USKUDAR-EMINONU,DENIZ
458,217,2022-02-20 08:00:00,USKUDAR-EMINONU,DENIZ
459,377,2022-02-20 09:00:00,USKUDAR-EMINONU,DENIZ
460,636,2022-02-20 10:00:00,USKUDAR-EMINONU,DENIZ
461,905,2022-02-20 11:00:00,USKUDAR-EMINONU,DENIZ
462,1673,2022-02-20 12:00:00,USKUDAR-EMINONU,DENIZ
463,2024,2022-02-20 13:00:00,USKUDAR-EMINONU,DENIZ
464,2407,2022-02-20 14:00:00,USKUDAR-EMINONU,DENIZ
465,2345,2022-02-20 15:00:00,USKUDAR-EMINONU,DENIZ
466,2097,2022-02-20 16:00:00,USKUDAR-EMINONU,DENIZ
467,2024,2022-02-20 17:00:00,USKUDAR-EMINONU,DENIZ
468,1591,2022-02-20 18:00:00,USKUDAR-EMINONU,DENIZ
469,1091,2022-02-20 19:00:00,USKUDAR-EMINONU,DENIZ
470,621,2022-02-20 20:00:00,USKUDAR-EMINONU,DENIZ
471,333,2022-02-20 21:00:00,USKUDAR-EMINONU,DENIZ
472,4,2022-02-20 22:00:00,USKUDAR-EMINONU,DENIZ
473,0,2022-02-20 23:00:00,USKUDAR-EMINONU,DENIZ
474,0,2022-02-21 00:00:00,USKUDAR-EMINONU,DENIZ
475,0,2022-02-21 01:00:00,USKUDAR-EMINONU,DENIZ
476,0,2022-02-21 02:00:00,USKUDAR-EMINONU,DENIZ
477,0,2022-02-21 03:00:00,USKUDAR-EMINONU,DENIZ
478,0,2022-02-21 04:00:00,USKUDAR-EMINONU,DENIZ
479,0,2022-02-21 05:00:00,USKUDAR-EMINONU,DENIZ
480,441,2022-02-21 06:00:00,USKUDAR-EMINONU,DENIZ
481,1068,2022-02-21 07:00:00,USKUDAR-EMINONU,DENIZ
482,926,2022-02-21 08:00:00,USKUDAR-EMINONU,DENIZ
483,809,2022-02-21 09:00:00,USKUDAR-EMINONU,DENIZ
484,909,2022-02-21 10:00:00,USKUDAR-EMINONU,DENIZ
485,979,2022-02-21 11:00:00,USKUDAR-EMINONU,DENIZ
486,1130,2022-02-21 12:00:00,USKUDAR-EMINONU,DENIZ
487,1242,2022-02-21 13:00:00,USKUDAR-EMINONU,DENIZ
488,1341,2022-02-21 14:00:00,USKUDAR-EMINONU,DENIZ
489,1236,2022-02-21 15:00:00,USKUDAR-EMINONU,DENIZ
490,991,2022-02-21 16:00:00,USKUDAR-EMINONU,DENIZ
491,1037,2022-02-21 17:00:00,USKUDAR-EMINONU,DENIZ
492,826,2022-02-21 18:00:00,USKUDAR-EMINONU,DENIZ
493,646,2022-02-21 19:00:00,USKUDAR-EMINONU,DENIZ
494,391,2022-02-21 20:00:00,USKUDAR-EMINONU,DENIZ
495,253,2022-02-21 21:00:00,USKUDAR-EMINONU,DENIZ
496,0,2022-02-21 22:00:00,USKUDAR-EMINONU,DENIZ
497,0,2022-02-21 23:00:00,USKUDAR-EMINONU,DENIZ
498,0,2022-02-22 00:00:00,USKUDAR-EMINONU,DENIZ
499,0,2022-02-22 01:00:00,USKUDAR-EMINONU,DENIZ
500,0,2022-02-22 02:00:00,USKUDAR-EMINONU,DENIZ
501,0,2022-02-22 03:00:00,USKUDAR-EMINONU,DENIZ
502,0,2022-02-22 04:00:00,USKUDAR-EMINONU,DENIZ
503,0,2022-02-22 05:00:00,USKUDAR-EMINONU,DENIZ
504,450,2022-02-22 06:00:00,USKUDAR-EMINONU,DENIZ
505,967,2022-02-22 07:00:00,USKUDAR-EMINONU,DENIZ
506,936,2022-02-22 08:00:00,USKUDAR-EMINONU,DENIZ
507,841,2022-02-22 09:00:00,USKUDAR-EMINONU,DENIZ
508,894,2022-02-22 10:00:00,USKUDAR-EMINONU,DENIZ
509,995,2022-02-22 11:00:00,USKUDAR-EMINONU,DENIZ
510,1270,2022-02-22 12:00:00,USKUDAR-EMINONU,DENIZ
511,1050,2022-02-22 13:00:00,USKUDAR-EMINONU,DENIZ
512,1134,2022-02-22 14:00:00,USKUDAR-EMINONU,DENIZ
513,989,2022-02-22 15:00:00,USKUDAR-EMINONU,DENIZ
514,758,2022-02-22 16:00:00,USKUDAR-EMINONU,DENIZ
515,758,2022-02-22 17:00:00,USKUDAR-EMINONU,DENIZ
516,702,2022-02-22 18:00:00,USKUDAR-EMINONU,DENIZ
517,548,2022-02-22 19:00:00,USKUDAR-EMINONU,DENIZ
518,333,2022-02-22 20:00:00,USKUDAR-EMINONU,DENIZ
519,243,2022-02-22 21:00:00,USKUDAR-EMINONU,DENIZ
520,2,2022-02-22 22:00:00,USKUDAR-EMINONU,DENIZ
521,0,2022-02-22 23:00:00,USKUDAR-EMINONU,DENIZ
522,0,2022-02-23 00:00:00,USKUDAR-EMINONU,DENIZ
523,0,2022-02-23 01:00:00,USKUDAR-EMINONU,DENIZ
524,0,2022-02-23 02:00:00,USKUDAR-EMINONU,DENIZ
525,0,2022-02-23 03:00:00,USKUDAR-EMINONU,DENIZ
526,0,2022-02-23 04:00:00,USKUDAR-EMINONU,DENIZ
527,0,2022-02-23 05:00:00,USKUDAR-EMINONU,DENIZ
528,424,2022-02-23 06:00:00,USKUDAR-EMINONU,DENIZ
529,977,2022-02-23 07:00:00,USKUDAR-EMINONU,DENIZ
530,858,2022-02-23 08:00:00,USKUDAR-EMINONU,DENIZ
531,740,2022-02-23 09:00:00,USKUDAR-EMINONU,DENIZ
532,680,2022-02-23 10:00:00,USKUDAR-EMINONU,DENIZ
533,640,2022-02-23 11:00:00,USKUDAR-EMINONU,DENIZ
534,753,2022-02-23 12:00:00,USKUDAR-EMINONU,DENIZ
535,638,2022-02-23 13:00:00,USKUDAR-EMINONU,DENIZ
536,535,2022-02-23 14:00:00,USKUDAR-EMINONU,DENIZ
537,576,2022-02-23 15:00:00,USKUDAR-EMINONU,DENIZ
538,430,2022-02-23 16:00:00,USKUDAR-EMINONU,DENIZ
539,408,2022-02-23 17:00:00,USKUDAR-EMINONU,DENIZ
540,309,2022-02-23 18:00:00,USKUDAR-EMINONU,DENIZ
541,250,2022-02-23 19:00:00,USKUDAR-EMINONU,DENIZ
542,171,2022-02-23 20:00:00,USKUDAR-EMINONU,DENIZ
543,89,2022-02-23 21:00:00,USKUDAR-EMINONU,DENIZ
544,0,2022-02-23 22:00:00,USKUDAR-EMINONU,DENIZ
545,0,2022-02-23 23:00:00,USKUDAR-EMINONU,DENIZ
546,0,2022-02-24 00:00:00,USKUDAR-EMINONU,DENIZ
547,0,2022-02-24 01:00:00,USKUDAR-EMINONU,DENIZ
548,0,2022-02-24 02:00:00,USKUDAR-EMINONU,DENIZ
549,0,2022-02-24 03:00:00,USKUDAR-EMINONU,DENIZ
550,0,2022-02-24 04:00:00,USKUDAR-EMINONU,DENIZ
551,0,2022-02-24 05:00:00,USKUDAR-EMINONU,DENIZ
552,404,2022-02-24 06:00:00,USKUDAR-EMINONU,DENIZ
553,971,2022-02-24 07:00:00,USKUDAR-EMINONU,DENIZ
554,758,2022-02-24 08:00:00,USKUDAR-EMINONU,DENIZ
555,673,2022-02-24 09:00:00,USKUDAR-EMINONU,DENIZ
556,587,2022-02-24 10:00:00,USKUDAR-EMINONU,DENIZ
557,562,2022-02-24 11:00:00,USKUDAR-EMINONU,DENIZ
558,561,2022-02-24 12:00:00,USKUDAR-EMINONU,DENIZ
559,466,2022-02-24 13:00:00,USKUDAR-EMINONU,DENIZ
560,437,2022-02-24 14:00:00,USKUDAR-EMINONU,DENIZ
561,361,2022-02-24 15:00:00,USKUDAR-EMINONU,DENIZ
562,339,2022-02-24 16:00:00,USKUDAR-EMINONU,DENIZ
563,267,2022-02-24 17:00:00,USKUDAR-EMINONU,DENIZ
564,252,2022-02-24 18:00:00,USKUDAR-EMINONU,DENIZ
565,135,2022-02-24 19:00:00,USKUDAR-EMINONU,DENIZ
566,132,2022-02-24 20:00:00,USKUDAR-EMINONU,DENIZ
567,65,2022-02-24 21:00:00,USKUDAR-EMINONU,DENIZ
568,0,2022-02-24 22:00:00,USKUDAR-EMINONU,DENIZ
569,0,2022-02-24 23:00:00,USKUDAR-EMINONU,DENIZ
570,0,2022-02-25 00:00:00,USKUDAR-EMINONU,DENIZ
571,0,2022-02-25 01:00:00,USKUDAR-EMINONU,DENIZ
572,0,2022-02-25 02:00:00,USKUDAR-EMINONU,DENIZ
573,0,2022-02-25 03:00:00,USKUDAR-EMINONU,DENIZ
574,0,2022-02-25 04:00:00,USKUDAR-EMINONU,DENIZ
575,0,2022-02-25 05:00:00,USKUDAR-EMINONU,DENIZ
576,393,2022-02-25 06:00:00,USKUDAR-EMINONU,DENIZ
577,883,2022-02-25 07:00:00,USKUDAR-EMINONU,DENIZ
578,806,2022-02-25 08:00:00,USKUDAR-EMINONU,DENIZ
579,660,2022-02-25 09:00:00,USKUDAR-EMINONU,DENIZ
580,536,2022-02-25 10:00:00,USKUDAR-EMINONU,DENIZ
581,574,2022-02-25 11:00:00,USKUDAR-EMINONU,DENIZ
582,722,2022-02-25 12:00:00,USKUDAR-EMINONU,DENIZ
583,630,2022-02-25 13:00:00,USKUDAR-EMINONU,DENIZ
584,777,2022-02-25 14:00:00,USKUDAR-EMINONU,DENIZ
585,687,2022-02-25 15:00:00,USKUDAR-EMINONU,DENIZ
586,552,2022-02-25 16:00:00,USKUDAR-EMINONU,DENIZ
587,651,2022-02-25 17:00:00,USKUDAR-EMINONU,DENIZ
588,480,2022-02-25 18:00:00,USKUDAR-EMINONU,DENIZ
589,440,2022-02-25 19:00:00,USKUDAR-EMINONU,DENIZ
590,250,2022-02-25 20:00:00,USKUDAR-EMINONU,DENIZ
591,185,2022-02-25 21:00:00,USKUDAR-EMINONU,DENIZ
592,0,2022-02-25 22:00:00,USKUDAR-EMINONU,DENIZ
593,0,2022-02-25 23:00:00,USKUDAR-EMINONU,DENIZ
594,0,2022-02-26 00:00:00,USKUDAR-EMINONU,DENIZ
595,0,2022-02-26 01:00:00,USKUDAR-EMINONU,DENIZ
596,0,2022-02-26 02:00:00,USKUDAR-EMINONU,DENIZ
597,0,2022-02-26 03:00:00,USKUDAR-EMINONU,DENIZ
598,0,2022-02-26 04:00:00,USKUDAR-EMINONU,DENIZ
599,0,2022-02-26 05:00:00,USKUDAR-EMINONU,DENIZ
600,267,2022-02-26 06:00:00,USKUDAR-EMINONU,DENIZ
601,721,2022-02-26 07:00:00,USKUDAR-EMINONU,DENIZ
602,768,2022-02-26 08:00:00,USKUDAR-EMINONU,DENIZ
603,718,2022-02-26 09:00:00,USKUDAR-EMINONU,DENIZ
604,1028,2022-02-26 10:00:00,USKUDAR-EMINONU,DENIZ
605,1441,2022-02-26 11:00:00,USKUDAR-EMINONU,DENIZ
606,1959,2022-02-26 12:00:00,USKUDAR-EMINONU,DENIZ
607,2191,2022-02-26 13:00:00,USKUDAR-EMINONU,DENIZ
608,2625,2022-02-26 14:00:00,USKUDAR-EMINONU,DENIZ
609,2320,2022-02-26 15:00:00,USKUDAR-EMINONU,DENIZ
610,2081,2022-02-26 16:00:00,USKUDAR-EMINONU,DENIZ
611,1673,2022-02-26 17:00:00,USKUDAR-EMINONU,DENIZ
612,1312,2022-02-26 18:00:00,USKUDAR-EMINONU,DENIZ
613,1001,2022-02-26 19:00:00,USKUDAR-EMINONU,DENIZ
614,554,2022-02-26 20:00:00,USKUDAR-EMINONU,DENIZ
615,348,2022-02-26 21:00:00,USKUDAR-EMINONU,DENIZ
616,3,2022-02-26 22:00:00,USKUDAR-EMINONU,DENIZ
617,0,2022-02-26 23:00:00,USKUDAR-EMINONU,DENIZ
618,0,2022-02-27 00:00:00,USKUDAR-EMINONU,DENIZ
619,0,2022-02-27 01:00:00,USKUDAR-EMINONU,DENIZ
620,0,2022-02-27 02:00:00,USKUDAR-EMINONU,DENIZ
621,0,2022-02-27 03:00:00,USKUDAR-EMINONU,DENIZ
622,0,2022-02-27 04:00:00,USKUDAR-EMINONU,DENIZ
623,0,2022-02-27 05:00:00,USKUDAR-EMINONU,DENIZ
624,33,2022-02-27 06:00:00,USKUDAR-EMINONU,DENIZ
625,134,2022-02-27 07:00:00,USKUDAR-EMINONU,DENIZ
626,187,2022-02-27 08:00:00,USKUDAR-EMINONU,DENIZ
627,341,2022-02-27 09:00:00,USKUDAR-EMINONU,DENIZ
628,420,2022-02-27 10:00:00,USKUDAR-EMINONU,DENIZ
629,735,2022-02-27 11:00:00,USKUDAR-EMINONU,DENIZ
630,1119,2022-02-27 12:00:00,USKUDAR-EMINONU,DENIZ
631,1389,2022-02-27 13:00:00,USKUDAR-EMINONU,DENIZ
632,1652,2022-02-27 14:00:00,USKUDAR-EMINONU,DENIZ
633,1755,2022-02-27 15:00:00,USKUDAR-EMINONU,DENIZ
634,1554,2022-02-27 16:00:00,USKUDAR-EMINONU,DENIZ
635,1272,2022-02-27 17:00:00,USKUDAR-EMINONU,DENIZ
636,1075,2022-02-27 18:00:00,USKUDAR-EMINONU,DENIZ
637,607,2022-02-27 19:00:00,USKUDAR-EMINONU,DENIZ
638,347,2022-02-27 20:00:00,USKUDAR-EMINONU,DENIZ
639,214,2022-02-27 21:00:00,USKUDAR-EMINONU,DENIZ
640,0,2022-02-27 22:00:00,USKUDAR-EMINONU,DENIZ
641,0,2022-02-27 23:00:00,USKUDAR-EMINONU,DENIZ
642,0,2022-02-28 00:00:00,USKUDAR-EMINONU,DENIZ
643,0,2022-02-28 01:00:00,USKUDAR-EMINONU,DENIZ
644,0,2022-02-28 02:00:00,USKUDAR-EMINONU,DENIZ
645,0,2022-02-28 03:00:00,USKUDAR-EMINONU,DENIZ
646,0,2022-02-28 04:00:00,USKUDAR-EMINONU,DENIZ
647,0,2022-02-28 05:00:00,USKUDAR-EMINONU,DENIZ
648,466,2022-02-28 06:00:00,USKUDAR-EMINONU,DENIZ
649,986,2022-02-28 07:00:00,USKUDAR-EMINONU,DENIZ
650,951,2022-02-28 08:00:00,USKUDAR-EMINONU,DENIZ
651,774,2022-02-28 09:00:00,USKUDAR-EMINONU,DENIZ
652,606,2022-02-28 10:00:00,USKUDAR-EMINONU,DENIZ
653,702,2022-02-28 11:00:00,USKUDAR-EMINONU,DENIZ
654,803,2022-02-28 12:00:00,USKUDAR-EMINONU,DENIZ
655,770,2022-02-28 13:00:00,USKUDAR-EMINONU,DENIZ
656,597,2022-02-28 14:00:00,USKUDAR-EMINONU,DENIZ
657,521,2022-02-28 15:00:00,USKUDAR-EMINONU,DENIZ
658,457,2022-02-28 16:00:00,USKUDAR-EMINONU,DENIZ
659,401,2022-02-28 17:00:00,USKUDAR-EMINONU,DENIZ
660,268,2022-02-28 18:00:00,USKUDAR-EMINONU,DENIZ
661,235,2022-02-28 19:00:00,USKUDAR-EMINONU,DENIZ
662,124,2022-02-28 20:00:00,USKUDAR-EMINONU,DENIZ
663,97,2022-02-28 21:00:00,USKUDAR-EMINONU,DENIZ
664,0,2022-02-28 22:00:00,USKUDAR-EMINONU,DENIZ
665,0,2022-02-28 23:00:00,USKUDAR-EMINONU,DENIZ
666,0,2022-03-01 00:00:00,USKUDAR-EMINONU,DENIZ
667,0,2022-03-01 01:00:00,USKUDAR-EMINONU,DENIZ
668,0,2022-03-01 02:00:00,USKUDAR-EMINONU,DENIZ
669,0,2022-03-01 03:00:00,USKUDAR-EMINONU,DENIZ
670,0,2022-03-01 04:00:00,USKUDAR-EMINONU,DENIZ
671,0,2022-03-01 05:00:00,USKUDAR-EMINONU,DENIZ
672,455,2022-03-01 06:00:00,USKUDAR-EMINONU,DENIZ
673,1008,2022-03-01 07:00:00,USKUDAR-EMINONU,DENIZ
674,872,2022-03-01 08:00:00,USKUDAR-EMINONU,DENIZ
675,690,2022-03-01 09:00:00,USKUDAR-EMINONU,DENIZ
676,576,2022-03-01 10:00:00,USKUDAR-EMINONU,DENIZ
677,626,2022-03-01 11:00:00,USKUDAR-EMINONU,DENIZ
678,691,2022-03-01 12:00:00,USKUDAR-EMINONU,DENIZ
679,630,2022-03-01 13:00:00,USKUDAR-EMINONU,DENIZ
680,610,2022-03-01 14:00:00,USKUDAR-EMINONU,DENIZ
681,558,2022-03-01 15:00:00,USKUDAR-EMINONU,DENIZ
682,497,2022-03-01 16:00:00,USKUDAR-EMINONU,DENIZ
683,455,2022-03-01 17:00:00,USKUDAR-EMINONU,DENIZ
684,353,2022-03-01 18:00:00,USKUDAR-EMINONU,DENIZ
685,256,2022-03-01 19:00:00,USKUDAR-EMINONU,DENIZ
686,145,2022-03-01 20:00:00,USKUDAR-EMINONU,DENIZ
687,121,2022-03-01 21:00:00,USKUDAR-EMINONU,DENIZ
688,0,2022-03-01 22:00:00,USKUDAR-EMINONU,DENIZ
689,0,2022-03-01 23:00:00,USKUDAR-EMINONU,DENIZ
690,0,2022-03-02 00:00:00,USKUDAR-EMINONU,DENIZ
691,0,2022-03-02 01:00:00,USKUDAR-EMINONU,DENIZ
692,0,2022-03-02 02:00:00,USKUDAR-EMINONU,DENIZ
693,0,2022-03-02 03:00:00,USKUDAR-EMINONU,DENIZ
694,0,2022-03-02 04:00:00,USKUDAR-EMINONU,DENIZ
695,0,2022-03-02 05:00:00,USKUDAR-EMINONU,DENIZ
696,445,2022-03-02 06:00:00,USKUDAR-EMINONU,DENIZ
697,1002,2022-03-02 07:00:00,USKUDAR-EMINONU,DENIZ
698,929,2022-03-02 08:00:00,USKUDAR-EMINONU,DENIZ
699,762,2022-03-02 09:00:00,USKUDAR-EMINONU,DENIZ
700,711,2022-03-02 10:00:00,USKUDAR-EMINONU,DENIZ
701,728,2022-03-02 11:00:00,USKUDAR-EMINONU,DENIZ
702,903,2022-03-02 12:00:00,USKUDAR-EMINONU,DENIZ
703,950,2022-03-02 13:00:00,USKUDAR-EMINONU,DENIZ
704,879,2022-03-02 14:00:00,USKUDAR-EMINONU,DENIZ
705,812,2022-03-02 15:00:00,USKUDAR-EMINONU,DENIZ
706,653,2022-03-02 16:00:00,USKUDAR-EMINONU,DENIZ
707,590,2022-03-02 17:00:00,USKUDAR-EMINONU,DENIZ
708,457,2022-03-02 18:00:00,USKUDAR-EMINONU,DENIZ
709,375,2022-03-02 19:00:00,USKUDAR-EMINONU,DENIZ
710,247,2022-03-02 20:00:00,USKUDAR-EMINONU,DENIZ
711,118,2022-03-02 21:00:00,USKUDAR-EMINONU,DENIZ
712,3,2022-03-02 22:00:00,USKUDAR-EMINONU,DENIZ
713,0,2022-03-02 23:00:00,USKUDAR-EMINONU,DENIZ
714,0,2022-03-03 00:00:00,USKUDAR-EMINONU,DENIZ
715,0,2022-03-03 01:00:00,USKUDAR-EMINONU,DENIZ
716,0,2022-03-03 02:00:00,USKUDAR-EMINONU,DENIZ
717,0,2022-03-03 03:00:00,USKUDAR-EMINONU,DENIZ
718,0,2022-03-03 04:00:00,USKUDAR-EMINONU,DENIZ
719,0,2022-03-03 05:00:00,USKUDAR-EMINONU,DENIZ
720,421,2022-03-03 06:00:00,USKUDAR-EMINONU,DENIZ
721,923,2022-03-03 07:00:00,USKUDAR-EMINONU,DENIZ
722,819,2022-03-03 08:00:00,USKUDAR-EMINONU,DENIZ
723,683,2022-03-03 09:00:00,USKUDAR-EMINONU,DENIZ
724,555,2022-03-03 10:00:00,USKUDAR-EMINONU,DENIZ
725,555,2022-03-03 11:00:00,USKUDAR-EMINONU,DENIZ
726,603,2022-03-03 12:00:00,USKUDAR-EMINONU,DENIZ
727,576,2022-03-03 13:00:00,USKUDAR-EMINONU,DENIZ
728,609,2022-03-03 14:00:00,USKUDAR-EMINONU,DENIZ
729,581,2022-03-03 15:00:00,USKUDAR-EMINONU,DENIZ
730,442,2022-03-03 16:00:00,USKUDAR-EMINONU,DENIZ
731,458,2022-03-03 17:00:00,USKUDAR-EMINONU,DENIZ
732,403,2022-03-03 18:00:00,USKUDAR-EMINONU,DENIZ
733,315,2022-03-03 19:00:00,USKUDAR-EMINONU,DENIZ
734,231,2022-03-03 20:00:00,USKUDAR-EMINONU,DENIZ
735,140,2022-03-03 21:00:00,USKUDAR-EMINONU,DENIZ
736,0,2022-03-03 22:00:00,USKUDAR-EMINONU,DENIZ
737,0,2022-03-03 23:00:00,USKUDAR-EMINONU,DENIZ
738,0,2022-03-04 00:00:00,USKUDAR-EMINONU,DENIZ
739,0,2022-03-04 01:00:00,USKUDAR-EMINONU,DENIZ
740,0,2022-03-04 02:00:00,USKUDAR-EMINONU,DENIZ
741,0,2022-03-04 03:00:00,USKUDAR-EMINONU,DENIZ
742,0,2022-03-04 04:00:00,USKUDAR-EMINONU,DENIZ
743,0,2022-03-04 05:00:00,USKUDAR-EMINONU,DENIZ
744,408,2022-03-04 06:00:00,USKUDAR-EMINONU,DENIZ
745,1031,2022-03-04 07:00:00,USKUDAR-EMINONU,DENIZ
746,947,2022-03-04 08:00:00,USKUDAR-EMINONU,DENIZ
747,819,2022-03-04 09:00:00,USKUDAR-EMINONU,DENIZ
748,814,2022-03-04 10:00:00,USKUDAR-EMINONU,DENIZ
749,994,2022-03-04 11:00:00,USKUDAR-EMINONU,DENIZ
750,1193,2022-03-04 12:00:00,USKUDAR-EMINONU,DENIZ
751,1018,2022-03-04 13:00:00,USKUDAR-EMINONU,DENIZ
752,1262,2022-03-04 14:00:00,USKUDAR-EMINONU,DENIZ
753,1185,2022-03-04 15:00:00,USKUDAR-EMINONU,DENIZ
754,1002,2022-03-04 16:00:00,USKUDAR-EMINONU,DENIZ
755,1012,2022-03-04 17:00:00,USKUDAR-EMINONU,DENIZ
756,829,2022-03-04 18:00:00,USKUDAR-EMINONU,DENIZ
757,612,2022-03-04 19:00:00,USKUDAR-EMINONU,DENIZ
758,415,2022-03-04 20:00:00,USKUDAR-EMINONU,DENIZ
759,287,2022-03-04 21:00:00,USKUDAR-EMINONU,DENIZ
760,0,2022-03-04 22:00:00,USKUDAR-EMINONU,DENIZ
761,0,2022-03-04 23:00:00,USKUDAR-EMINONU,DENIZ
762,0,2022-03-05 00:00:00,USKUDAR-EMINONU,DENIZ
763,0,2022-03-05 01:00:00,USKUDAR-EMINONU,DENIZ
764,0,2022-03-05 02:00:00,USKUDAR-EMINONU,DENIZ
765,0,2022-03-05 03:00:00,USKUDAR-EMINONU,DENIZ
766,0,2022-03-05 04:00:00,USKUDAR-EMINONU,DENIZ
767,0,2022-03-05 05:00:00,USKUDAR-EMINONU,DENIZ
768,273,2022-03-05 06:00:00,USKUDAR-EMINONU,DENIZ
769,709,2022-03-05 07:00:00,USKUDAR-EMINONU,DENIZ
